_key_,_dataset_id_,_seconds_,Z_AB,__file__,_forecast_steps_derived_,model,group_msec,seconds_ahead,timesteps_orig,Epochs,units_range,batch_size,Z_BA,DeltaZ,Score_robusto,dAB,dBA
LSTM|100.0|3.0|120.0|150.0|16-64:16|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,0.2616530573945372,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,LSTM,100.0,3.0,120.0,150.0,16-64:16,256.0,-0.08610426354761049,0.3477573209421477,0.49722230332988226,0.5434986019298828,0.4856532286798821
GRU|100.0|10.0|60.0|150.0|64-256:64|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.21723013932468518,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,GRU,100.0,10.0,60.0,150.0,64-256:64,256.0,0.04101468307546847,0.17621545624921672,0.5126966594680545,0.5361418787446581,0.5068353546489036
GRU|100.0|10.0|120.0|150.0|16-64:16|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.06827529981483729,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,GRU,100.0,10.0,120.0,150.0,16-64:16,256.0,-0.43645103289290077,0.504726332707738,0.4444890976831562,0.5113772524350846,0.42776705899517414
LSTM|40.0|10.0|120.0|150.0|16-64:16|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-0.31966088856104113,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,LSTM,40.0,10.0,120.0,150.0,16-64:16,256.0,-1.0798905441218163,0.7602296555607752,0.351312021997197,0.44692390296586915,0.32740905175502893
GRU|40.0|3.0|60.0|150.0|64-256:64|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-0.11526106421332712,Resultado_experimentos_2DS_FatFrac_1211.xlsx,75,GRU,40.0,3.0,60.0,150.0,64-256:64,256.0,0.3560355190222331,-0.47129658323556023,0.49645186023395377,0.4807992692524961,0.5590622241597845
LSTM|40.0|10.0|60.0|150.0|64-256:64|256.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-0.12440621143754253,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,LSTM,40.0,10.0,60.0,150.0,64-256:64,256.0,-0.49870678668769336,0.3743005752501508,0.4299670745618974,0.4792775085855084,0.41763946605599467
GRU|100.0|3.0|60.0|20.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,0.7782711085884051,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,GRU,100.0,3.0,60.0,20.0,16-64:16,8192.0,0.8558588978562665,-0.07758778926786136,0.6292816271555265,0.6268782117494023,0.6388952887800229
GRU|100.0|10.0|60.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.6730751353827572,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,GRU,100.0,10.0,60.0,20.0,64-256:64,8192.0,1.0869768396162423,-0.41390170423348505,0.6229933555745722,0.6103340881278213,0.6736304253615762
LSTM|100.0|10.0|120.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.6478841182196088,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,LSTM,100.0,10.0,120.0,20.0,64-256:64,8192.0,0.36124412238952175,0.28663999583008704,0.5692009700646169,0.6063327087109442,0.5599180354030351
GRU|40.0|10.0|60.0|20.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.14521228481337284,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,GRU,40.0,10.0,60.0,20.0,16-64:16,8192.0,0.33494613184138455,-0.18973384702801172,0.5304652405354455,0.5241831637188281,0.5555935478019154
GRU|40.0|3.0|60.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-0.5811762061951448,Resultado_experimentos_2DS_FatFrac_1211.xlsx,75,GRU,40.0,3.0,60.0,20.0,64-256:64,8192.0,0.17374597958505983,-0.7549221857802046,0.4292499604675973,0.4043311180369405,0.5289253301902246
